text,true brand,predicted brand,choice brand,prob brand,true model,predicted model,choice model,prob model
Minimum Skjorte slim small før pris 699,Minimum,Minimum,0,0.240866691195,nan,Skjorte,0,0.000206009995723
"Høykvalitets Boss dress, Strl. 52, Ren ull. 5500 nypris.
												",Boss,Høykvalitets Boss,1,0.861118688675,nan,Høykvalitets,0,0.0703189978103
"6 Jakarta stoler. 400,- stk/ 1900,- samlet. 995,- nypris!",nan,6,0,0.201272590048,Jakarta,Jakarta,1,0.978362265719
Solbriller med uv400 - ubrukt - hentes på majourstuen,nan,Solbriller,0,4.84961321663e-05,nan,uv400,0,0.000252831105293
Roberto Cavalli glitter sko i sølv. Str. 38,Roberto Cavalli,Roberto Cavalli,1,0.999949134107,nan,Cavalli,0,0.0368675145674
Acne mod Elise str 38,Acne,Acne mod Elise,1,0.999999958292,Elise,Elise,0,0.364644298151
Ullgenser fra Acne. Str XS. ,Acne,Acne,1,1.0,nan,.,0,4.1867247515e-09
Pique fra Marc Jacobs str L/50/52,Marc Jacobs,Marc Jacobs,1,0.999999999975,nan,52,0,6.79537075922e-07
Blazer selges i størrelsen small,nan,Blazer,0,2.74267156118e-05,nan,Blazer,0,4.3884027534e-07
Helt ny selfiestang fra Polaroid! Farge: Grønn 😊,Polaroid,Polaroid,1,0.96301193682,nan,Polaroid,0,9.39102700491e-05
"Hm, 38, s, lite brukt, ",Hm,Hm,1,0.999997646991,nan,",",0,9.76125744588e-07
Helt nye skinn uggs sandaler str 40,uggs,uggs,0,0.128183722792,nan,uggs,0,5.86774939369e-06
Midland kommunikasjon. Til mc hjelm. Musikk og tlf.,Midland,Midland,1,0.990735318617,nan,Midland,0,3.59760733934e-05
"Urbanears headset. Brun farge, lite brukt. ",Urbanears,Urbanears,1,0.990551407741,nan,headset,0,0.000716430511971
Nye solbriller fra Mango. Aldri brukt. Sorte.,Mango,Mango,1,0.999999970579,nan,Nye,0,3.01014739878e-09
Genser fra min pi i str 9 år ,min pi,min pi,1,0.999999229769,nan,9,0,8.12189523393e-07
Culture Haremsbukse med små paljetter str L. Aldri brukt. ,Culture,Culture Haremsbukse,1,0.999991951333,nan,Haremsbukse,0,0.0112656754254
Norema kjøkkenbenk som ny. 60cm x 175cm. Grå laminat. ,Norema,Norema,1,0.963585005409,nan,Norema,0,0.000772181635411
Joggedress fra Juicy coture str s i overdel og bukse ,Juicy coture,Juicy,1,0.999999997471,nan,coture,0,6.80878567678e-06
Aldri brukt. Hentes/sendes kjøper betaler,nan,Aldri,0,4.33797313512e-05,nan,Aldri,0,5.49115737378e-07
Ubukt pledd/teppe/sengeteppe str 130x225 cm bomull,nan,Ubukt,1,0.715788732706,nan,Ubukt,0,0.000135789919579
Jumpsuit størrelse medium,nan,Jumpsuit,1,0.999989317435,nan,størrelse,0,2.39107348726e-06
Ubrukt veske fra Bik Bok. Bud?,Bik Bok,Bik Bok,1,0.999999999999,nan,Ubrukt,0,2.45430411738e-08
Moods of Norway str 38. Aldri brukt.,Moods of Norway,Moods of Norway,1,0.999991642156,nan,Norway,0,0.000767107639347
Maleri til salgs. Mål; 80x80,nan,salgs,0,1.11167276824e-05,nan,80x80,0,1.94548939838e-06
"Ganni sko. Pent brukt. Blå, str 38",Ganni,Ganni,1,0.99999975183,nan,Ganni,0,4.82550107666e-08
Nye og ubrukte Adidas adilette flipflops. Str 38 (US 5),Adidas,Adidas,1,0.999991539498,adilette,adilette,0,1.56229230444e-06
"Sko m/for str.40! (Holder til på Kapp, Østre Toten)",nan,Sko,0,2.65403930422e-08,nan,Sko,0,1.1199268973e-07
Michele Germain (Sexual) 4.2 oz.,Michele Germain,Michele Germain,1,0.999987332039,Sexual,Germain,0,0.0175582565513
Sko fra mim pi i str 32,mim pi,mim pi,1,0.999981501565,nan,32,0,2.23495738623e-07
True religion jeans ..ubrukt str 26 ,True religion,True religion,1,0.999992677276,nan,jeans,0,4.12286037046e-07
MacBook air,MacBook,MacBook,1,0.724888309828,air,MacBook,0,0.177291123564
Jerseyslacks. Selges ubrukt i størrelsen small. ,nan,Jerseyslacks,0,0.000629367057388,nan,Jerseyslacks,0,1.42192255002e-07
Selfiestang,nan,Selfiestang,1,0.602225460762,nan,Selfiestang,0,0.0106274903276
Cabby 2008 modell. Ikke kjørt.,Cabby,Cabby,1,0.687652340077,nan,Cabby,0,0.264603249683
"Esprit fôret boots. Nye nov 2014, aldri brukt. Nypris 899",Esprit,fôret,0,0.00774660757555,nan,fôret,0,0.0001497030492
Nærmest ubrukte DC joggesko selges. US 12 - EU 46,DC,DC,1,0.999975610396,nan,Nærmest,0,4.08127195093e-05
Vintage japanske silkekimonoer. Noeana Kimono på facebook,nan,silkekimonoer,0,0.000925051039376,nan,Noeana,0,1.65177281219e-05
"Calvin Klein kåpe. Ubrukt, str M. Før 4500kr. Grå/sort",Calvin Klein ,Calvin Klein,1,0.999718944832,nan,Calvin,0,1.56743257941e-05
Nike  NYE  Flywire sko str 42,Nike,Nike,1,0.999967349737,nan,NYE,0,0.00315162933947
Skinny jeans fra ralph lauren str 26,ralph lauren,ralph lauren,1,0.999999433437,nan,Skinny,0,3.01451816532e-06
Veske fra mango selges! Neste ikke brukt :) ,mango,mango,1,0.999999996158,nan,fra,0,9.24093142889e-09
Dsquated hettegenser str S,Dsquated,Dsquated,1,0.999912813051,nan,Dsquated,0,3.0233669835e-06
Str s. Hentes/selges,nan,Str,0,3.96753143194e-08,nan,Hentes,0,1.36505585647e-09
Helt ny Ralph Lauren genser str M. ,Ralph Lauren,Ralph Lauren,1,0.999998253631,nan,Ralph,0,1.04941009044e-06
"Selger Nelly sko til hbo 100,-",Nelly,Nelly,1,0.99995336691,nan,Nelly,0,2.96149120222e-05
Nydelig silkekjole fra Diane von Fürstenberg. Str 38. ,Diane von Fürstenberg,Diane von Fürstenberg,1,0.9999980641,nan,Fürstenberg,0,0.000991739669346
Brune semskede skoletter str 43 Nye! Stockholm D G,Stockholm D G,Stockholm D G,1,0.99712931185,nan,D,0,0.00220982472615
Frynsekjole i semsket skinn. Original Jimmy Choo for HM. ,HM,Jimmy Choo,1,0.39401276155,Jimmy Choo,Jimmy,0,0.0124577545893
JESSICA SIMPSON kjole. Helt NY! ,JESSICA SIMPSON,JESSICA SIMPSON,1,0.68217156579,nan,SIMPSON,0,0.0838244933837
"Skjørt fra Ganni med lommer, str s.",Ganni,Ganni,1,0.999999997887,nan,med,0,4.19356830939e-09
Fire Ikea-stoler selges samlet. Noe slitasje. ,Ikea,Ikea,1,0.999999920717,nan,Fire,0,0.000119546548706
6 SportSokker til salgs  Damer:36-40 menn 41-46  Salva Ny,Salva,SportSokker,1,0.781033838431,nan,6,0,0.000699972840825
"Avis/bladholder fra Ikea: Skrissel. Brukt, noen småriper.",Ikea,Ikea,1,0.999999999125,Skrissel,Skrissel,0,1.85376612513e-05
Hvit lampe fra Bolia selges! ,Bolia,Bolia,1,0.999994308254,nan,Bolia,0,6.49889558764e-07
Norøna skisko str 39 vintage retro flåklypa binding?,Norøna,Norøna,1,0.999797819025,nan,Norøna,0,1.22395872493e-05
"Burgunderfarget converse i størrelse 36. 250,-",converse,converse,0,0.128189926856,nan,converse,0,5.92874808052e-05
"Ekte skinnjakke fra bik bok str M. Brun Suede, som ny",bik bok,bik bok,1,1.0,nan,Ekte,0,1.11184076691e-07
Jakke fra Lacoste str 56(veldig liten)(52!!!),Lacoste,Lacoste,1,0.999999999922,nan,52,0,2.50442192606e-08
LEGO frind svømning pool ,LEGO,LEGO,1,0.999932909169,nan,frind,0,7.0574126582e-05
Genser fra ONLY. Str L (passer M). Brukt en gang. ,ONLY,ONLY,1,0.999999990401,nan,M,0,1.66474826691e-08
Skjenk I samme serie,nan,I,0,1.30020180354e-06,nan,Skjenk,0,6.22353166853e-06
"SOPHIE FAROH, Fay Coat.Ny og ubrukt, 100% bomull,taupe, XL",SOPHIE FAROH,SOPHIE FAROH,1,0.999996945477,nan,FAROH,0,1.72857877457e-05
Lys grå lin pute fra kremmerhuset ,kremmerhuset,kremmerhuset,0,0.287651128661,nan,Lys,0,2.13327710159e-05
Wildfox sun kissed t-shirt str XS,Wildfox,Wildfox sun,1,0.998710802507,nan,sun,0,0.274132898086
Gekko guttesykkel sykkel godt utstyrt trenger nytt dekk,Gekko,Gekko,0,0.00228996373159,nan,Gekko,0,7.96808195543e-06
Høyax 200l vv breder liggende. Ikke brukt. Ny pris 7980;,Høyax,Høyax,1,0.854790194128,nan,Høyax,0,0.0719677629567
Bukse i str. Xs fra Only selges.,Only,Only,1,0.999343854941,nan,Only,0,8.72442214402e-06
"100%ull,nesten ikke brukt. Husfliden. Str m/l hbo 300,-",Husfliden,100,0,5.43866831084e-06,nan,100,0,1.47870194764e-05
Str 38. Hentes/sendes i posten.,nan,Str,0,1.38714905732e-08,nan,38,0,5.65078082698e-08
Juicy jakke ødelagt glidelås,Juicy,Juicy,1,0.976247568746,nan,Juicy,0,0.000224930547778
"Lenestol, pent brukt",nan,Lenestol,0,0.00199304042334,nan,Lenestol,0,2.91116547828e-06
Blonde overdel st M,nan,Blonde,0,0.000991772487553,nan,Blonde,0,2.25679128957e-06
Oakley Hoolbrok polarized Shaun White signature series,Oakley,Oakley Hoolbrok,1,0.999657275896,Hoolbrok polarized Shaun White,polarized,0,0.193723242016
Daniel Wellington herre 40mm. Rosé gull. Blå/hvit reim.,Daniel Wellington,Daniel Wellington,1,0.999983208488,nan,Wellington,0,0.0373099784593
Fin klokke av merke D'or Paris med gummirem. Må bytte batt,D'or Paris,D'or Paris,1,0.999999929503,nan,Paris,0,0.00866772682525
Bilderamme. Hentes/sendes kjøper betaler,nan,Bilderamme,0,0.000282579199529,nan,Bilderamme,0,9.25125110769e-07
Pent brukt lue i ull fra Lille Lam str 48/50,Lille Lam,Lille Lam,1,0.999989331406,nan,Lille,0,1.18701477956e-06
"Newbridge øyredobben, aldri brukt, i sølv",Newbridge,Newbridge,1,0.886700323448,nan,øyredobben,0,0.000491168600955
Woodies by Boe & Sunde. Laget av tre. Nye.,Boe & Sunde,Woodies by Boe,1,0.83503465235,nan,Boe,0,0.000926996595107
"Sko str.33! Merke Timberland! (Kapp, Østre Toten)",Timberland,Timberland,1,0.999997855041,nan,!,0,6.28839170964e-07
Pent brukt IPad 1 32GB 3G med skinnetui og USB-kabel.,nan,IPad,1,0.952233534779,IPad 1 32GB 3G,IPad,0,0.00530686942547
Skistøvler i str. 28 og merket rottefella. Brukt 1 gang.,rottefella,rottefella,0,0.266524842948,nan,.,0,5.80678167705e-06
Isabel Marant sneakers i str38 med innebygd kilehel ,Isabel Marant,Isabel Marant,1,0.99998606394,nan,Marant,0,8.85479104862e-05
Flott tunika fra Boheme str 5. ,Boheme,Boheme,1,0.999999528898,nan,Boheme,0,2.98085807708e-07
Denne cden med Marcus og Martinus selges kr 150 kan sendes i posten hvis kjøper ønsker det,nan,Denne,1,0.52252061798,nan,Marcus,0,0.00119952194108
Acupuncture US 8,Acupuncture,Acupuncture,1,0.711581929385,nan,Acupuncture,0,0.017972990283
Lys rosa genser fra Benetton str xs,Benetton,Benetton,1,0.999999999734,nan,Lys,0,2.08895886651e-05
Better Bodies tights.Str.S. Lite brukt.300kr.,Better Bodies,Better Bodies,1,0.997844297237,nan,Bodies,0,0.0044555386216
Genser fra COS ull/bomull. Str xs. Utsvinget modell.,COS,COS,1,0.9999981064,nan,ull,0,7.85905406878e-07
Ubrukt trench coat fra Juicy Couture selges til 400 kr.,Juicy Couture,Juicy Couture,1,0.999999999634,nan,trench,0,9.63983451584e-08
Wheeler hybrid damesykkel 2008.Lite brukt. ,Wheeler,Wheeler,1,0.97033762239,nan,hybrid,0,0.0948504238636
"Tissot klokke. Fin klokke, lite brukt. I orginaleske!",Tissot,Tissot,1,0.996021063628,nan,Tissot,0,0.000204318629179
Chromecast. Uåpnet. Kan hentes Sandvika eller Oslo S,nan,Chromecast,0,0.203251205725,Chromecast,Chromecast,0,0.00136703876979
Gant cardigan. Brukt men i fin tilstand. Str xs,Gant,Gant,1,0.999994401761,nan,cardigan,0,0.000121323439718
Pro 2 Steel Rotor Body 8/9 Hope. Er helt ny kjøpte feil.,Hope,Steel,0,0.498177339539,Pro 2 Steel Rotor Body 8/9,Rotor,0,0.347805129299
Skinnstøvletter Vero Cucio str 38. Gi bud.,Vero Cucio,Vero Cucio,1,0.768564822615,nan,Vero,0,0.154084969946
Chanel kittenheels str38. Brukt en gang. ,Chanel,Chanel,1,0.999996452816,nan,kittenheels,0,0.0203687262223
"Perfekt stand
												Emalox
												350 kr med 8 skåle også",Emalox,Emalox,0,0.00921855581798,nan,Perfekt,0,0.00524126878528
"Cubus, 75 kr. Str S. Lite brukt.",Cubus,Cubus,1,0.999094097063,nan,75,0,5.42381164708e-07
Brukte Dsquared2 sko i skinn str 42,Dsquared2,Dsquared2,0,0.47223511266,nan,Dsquared2,0,0.0507425172125
Chaines mug cup very nice,Chaines ,Chaines,1,0.88986409024,nan,Chaines,0,0.000482449669039
Diverse klær fra populære merker. 25-200kr. Bare spør (:,nan,populære,0,0.187161818172,nan,25,0,0.00584113040311
"Semsket MK veske. Sjelden mulighet! Stort, lyst rom. ",MK,MK,1,0.999097195845,nan,Semsket,0,0.000584759941439
Levis bukse str 26/32 svart slim kr350,Levis,Levis,1,0.999922110345,nan,kr350,0,4.77284818799e-05
Hettejakke fra Polo Ralph Lauren str 9 mnd,Polo Ralph Lauren,Polo Ralph Lauren,1,0.999999988092,nan,mnd,0,6.19277361945e-08
Ny Ralph Lauren genser i bomull,Ralph Lauren,Ralph Lauren,1,0.99998963118,nan,Ralph,0,1.48872503574e-08
Lest av en person,nan,Lest,0,4.59827722513e-06,nan,Lest,0,2.94801022886e-07
"Sandaler, str.39, høyde hel 12cm. Aldri brukt.",nan,Sandaler,0,0.0284912281617,nan,Sandaler,0,1.304001775e-05
Helt nye Lacoste sko. Størrelse 41,Lacoste,Lacoste,1,0.999999986467,nan,41,0,8.95696677334e-06
JBL-høyttalere pent brukt. Veldig god lyd. ,JBL,JBL,0,0.18446590556,nan,JBL,0,0.0011262645206
Blazer fra hm i str 36. Pent brukt,hm,hm,1,1.0,nan,i,0,9.78567691189e-10
Ubrukt Michael Kors bukse i str 36/38 store,Michael Kors,Michael Kors,1,0.999999970395,nan,bukse,0,2.34477419576e-07
Stue-/TV-bord,nan,Stue,0,0.000175587547558,nan,Stue,0,2.52245514732e-05
Ipad deksel malene birger. Hente/sende kjøper betaler,malene birger,malene birger,1,0.999662737067,nan,Ipad,0,0.000250242705219
ALDO size 8 two inch heel,ALDO ,ALDO,1,0.999997205606,nan,heel,0,1.04534228854e-06
Ring fra H&M,H&M,H&M,1,0.999999999997,nan,M,0,3.6049363275e-09
Sminkepung. Hentes/sendes kjøper betaler,nan,Sminkepung,0,1.62762227522e-05,nan,Sminkepung,0,2.58765331418e-06
Selger lite brukt øre og hårpynt. 10-30kr,nan,Selger,0,8.67651409606e-08,nan,30kr,0,2.4293475547e-05
"Selger min iPhone 5, fint brukt og nytt batteri i fjor. ",nan,iPhone,0,2.79058425466e-05,iPhone 5,iPhone,0,0.00352834294772
Sko fra Villain. Str 39-40. Ubrukt.,Villain,Villain,1,0.999999879967,nan,.,0,5.19811424011e-08
Gina Tricot buksedress str XS ,Gina Tricot,Gina Tricot,1,0.982666847831,nan,Gina,0,2.36633977278e-06
Acne pistols str 36 ,Acne,Acne,1,0.999999997345,pistols,pistols,0,0.00022303253656
"Juicy Couture jakke strS, helt vanlig foran",Juicy Couture,Juicy Couture,1,0.99999994505,nan,foran,0,6.0546046518e-07
"Fin kjole fra SiriS Design. Str m. Kr 400,-",SiriS Design,SiriS Design,1,0.999999999368,nan,400,0,5.4109181266e-07
Deksel til iphone 4. Ubrukt! ,nan,Deksel,0,4.36992660649e-05,nan,iphone,0,2.27557280478e-05
"El Naturalista str 38, brukt én gang. Ord.pris var 1299,-",El Naturalista,El Naturalista,1,0.992355084425,nan,Naturalista,0,0.0149869870942
"Batustini skjorte og dressbukse str.xs selges kr.150,-",Batustini,Batustini,1,0.995078622403,nan,Batustini,0,0.000419354468902
Glitterbukse fra secondfemale i str. XS selges.,secondfemale,secondfemale,1,0.999999660233,nan,XS,0,2.1482111365e-08
"Brudekjole,tube,Str 34,Madeline Gardner,Helt fantastisk!",Madeline Gardner,Madeline Gardner,1,0.999925084248,nan,Gardner,0,0.000548144597255
"Burberry brilleetui, nesten aldri brukt.",Burberry,Burberry,1,0.999999622871,nan,Burberry,0,9.40545072985e-09
EZY dog sele til hund 10-20kg. Nypris 400kr ,EZY dog,EZY,1,0.992097550338,nan,10,0,0.00391365567373
Bestå tv-benk rød. Rommer mye. Mål: 180 cm x 41 cm,nan,Bestå,0,0.00291096769081,Bestå,Bestå,0,3.10073743979e-05
Powerbank til iPhone/iPad/mp3/PSP/PDA/ med mer selges,Powerbank,Powerbank,0,0.0992539155995,nan,Powerbank,0,0.000123822262761
"Celine tote oliven farge som ny, skinn ",Celine tote,Celine,1,0.967013004542,nan,tote,0,0.0105617925739
Ny ubrukt bukse fra Mango str 38 ,Mango,Mango,1,0.999999998803,nan,38,0,6.07043362432e-09
"Superdeksel til iPhone 4. Vann, støt, støtsikkert.",nan,Superdeksel,0,0.134235322958,iPhone 4,iPhone,0,0.00252904885431
Lang strikkegenser fra hennes og Mauritz. Str L ,hennes og Mauritz,hennes og Mauritz,1,0.99999938898,nan,Mauritz,0,2.67418919627e-05
"Lekre skoletter fra Ecco, str 38. Lite brukt. Nypris: 1599",Ecco,Ecco,1,0.999999993391,nan,Lekre,0,4.57640487472e-06
"Superfin Gucci lommebok. Ny pris kr. 4000,- kjøpt i Milano",Gucci,Gucci,1,0.999761300174,nan,Superfin,0,5.90419536114e-05
Bullfigther ryggskinne.,Bullfigther,Bullfigther,1,0.936360448428,nan,ryggskinne,0,0.000721073531438
Brukte Dsquared2 sko i skinn str 42,Dsquared2,Dsquared2,0,0.47223511266,nan,Dsquared2,0,0.0507425172125
Puma sneaks godt brukt str 39,Puma,Puma,1,0.99999998786,nan,sneaks,0,0.01842162341
Charles eames gyngestol. Ny ubrukt innpakket! Sort el hvit,Charles eames,Charles,1,0.957535785633,nan,eames,0,0.00481155690678
Topp st M,nan,Topp,0,0.0101940900524,nan,Topp,0,3.78326965586e-05
Ralph Lauren body str 3 mnd,Ralph Lauren,Ralph Lauren,1,0.999993718161,nan,body,0,1.94480065642e-06
"Platespiller Philips retro automatisk, virker ikke. ",Philips,Philips,1,0.963814169124,nan,Platespiller,0,0.000120074683442
Playstation 3,nan,Playstation,0,3.66997470237e-05,Playstation 3,Playstation 3,1,0.99995104035
Lite brukt genser fra minimum. Str s. Farge: mørkeblå ,minimum,minimum,1,0.999999780781,nan,Lite,0,4.6598228194e-08
1987 Acura legend runs great low miles,Acura ,Acura,1,0.990299487264,nan,legend,0,0.01727341264
"2 flyttesker med klær, blandade merker strl. XS & S",nan,XS,0,0.23653224461,nan,2,0,3.4900575557e-06
Givenchy pouch. Førpris 2000,Givenchy,Givenchy,1,0.999892342586,nan,Førpris,0,0.00365313469804
"Zara kids , fin anorakk i str. 18 mnd . Som ny . 175,- ",Zara,Zara,1,0.999999998118,nan,kids,0,5.87559018853e-05
"Converse sekk, perfekt til skolesekk. Lite brukt. ",Converse,Converse,1,0.999999975224,nan,sekk,0,1.42686127174e-06
Bullfighter. MC Skinnjakke. Str. 54.(L) Rygg/albubeskytter,Bullfighter,Bullfighter,1,0.988504511963,nan,Bullfighter,0,1.19258626461e-05
"Samsung LED 40"" selges rimelig ",Samsung,Samsung,0,0.138361999403,nan,Samsung,0,0.196145166847
Pen genser i merket soulmate. Str:Xs. Lite brukt.,soulmate,soulmate,1,0.999688915668,nan,Pen,0,1.78379629252e-06
Fischer Junior ski 150 cm langrenn klassisk NNN binding ,Fischer,Fischer Junior,1,0.99110202374,nan,Junior,0,0.152109739294
"Balenciaga 36,5. godt brukt. U/dustbag. Gode å gå i.",Balenciaga,Balenciaga,1,0.999837172447,nan,36,0,0.000824414068335
"ChillNorway, lysegrå tunika/kjole med broderier str.M",ChillNorway,ChillNorway,1,0.759991844007,nan,ChillNorway,0,0.000841567638241
WRANGLER herre dongeriskjorte. Str. S. Pent brukt. ,WRANGLER,WRANGLER,1,0.969410958326,nan,WRANGLER,0,0.000632214783814
"Topp fra VeroModa 
												Str: L
												Tilstand: brunt 
												",VeroModa,VeroModa,1,0.999999953628,nan,L,0,4.86066068669e-07
"Ubrukt fitbit, fortsatt i originalemballasjen. ",fitbit,fitbit,0,0.00529964964983,nan,fitbit,0,2.19483378404e-07
Liten håndveske fra Gucci. Litt slitt men ingen flekker,Gucci,Gucci,1,0.999999999985,nan,Liten,0,5.04076948681e-07
"Bokhyller Billy, mørk brun; 80+80+40x200cm m 3 glassdører",nan,Bokhyller Billy,1,0.976655046788,Billy,Billy,0,0.0101943338641
Ubrukt kjole i polyester fra Kapp Ahl str s/36/38,Kapp Ahl,Kapp Ahl,1,0.99997381589,nan,Ahl,0,6.8797868668e-08
"1000 assorterte solbriller selges for 1500,-",nan,assorterte,0,1.43369990902e-05,nan,1000,0,6.7615366509e-07
Cyberdog size S,Cyberdog,Cyberdog,1,0.763750833757,nan,Cyberdog,0,9.33317949326e-05
Ubrukt kjole fra Vila str. L. Fin modell som passer alle,Vila,Vila,1,0.999999999597,nan,L,0,6.50311029688e-08
Stor skinnveske med avtagbar rem fra Gucci,Gucci,Gucci,1,0.999999999943,nan,Stor,0,1.34447503417e-05
"Sort/burgunder,asos,38/39,ubrukt",asos,asos,0,0.00176168959437,nan,asos,0,6.83080810952e-06
Skohylle fra IKEA,IKEA,IKEA,1,0.999999999861,nan,Skohylle,0,7.83934035487e-09
BARBOUR vintage jakke. Mørk grønn. str. S-M dame. ,BARBOUR,BARBOUR,1,0.968100786115,nan,S,0,0.00133261550276
Reale Techniques koster,Reale Techniques,Reale Techniques,1,0.999964696911,nan,Techniques,0,6.2103154855e-05
