text,true brand,predicted brand,choice brand,prob brand,true model,predicted model,choice model,prob model
women's black dress,nan,',0,1.19659867488e-06,nan,s,0,2.47489893842e-07
silver framed diamond chandelier,nan,diamond,0,9.68174967899e-06,nan,framed,0,1.89004532072e-07
black leather bag,nan,leather,0,2.23930100543e-08,nan,bag,0,1.40066414206e-09
black and white sidi athletic shoe,sidi ,sidi,0,0.458863275771,nan,sidi,0,0.000842000261019
blue denim textile,nan,denim,0,1.13226020007e-08,nan,denim,0,4.2001093236e-09
black long sleeved jacket,nan,long,0,1.98920339426e-08,nan,long,0,2.90085323745e-08
aveda light the way blue box,aveda,aveda,1,0.631593971296,nan,aveda,0,0.00356068607405
silver and white wireless mac keyboard,nan,wireless,0,1.90226467935e-05,nan,wireless,0,3.16430457649e-07
red blue brown and green boxer shorts medallion tile,nan,boxer,0,1.17386102776e-06,nan,red,0,4.48510482524e-08
white b sweater,nan,b,1,0.558774919212,nan,b,0,0.000598783310755
women's white sock,nan,',0,1.02156764653e-06,nan,sock,0,1.37106329224e-07
dark gray and white striped dress shirt,nan,dark,0,3.92945660407e-05,nan,dark,0,2.26039241229e-06
black blazer,nan,blazer,0,3.14995971882e-06,nan,blazer,0,1.59739765357e-06
black leather chair,nan,leather,0,3.32215755126e-07,nan,chair,0,3.42902886221e-08
women's silver framed sunglasses,nan,',0,1.58938325959e-05,nan,framed,0,1.36155690659e-05
silver sequined heeled thong sandals with black onyx stone ornate,nan,sequined,0,0.00333022068332,nan,sequined,0,9.87519246357e-06
black leather zippered ankle platform stacked heel boots,nan,zippered,0,1.80326964129e-06,nan,zippered,0,5.7385213603e-08
women's white sweater,nan,',0,1.01349599221e-06,nan,s,0,6.56714027433e-08
pink with blue handled bag,nan,handled,0,6.58273898642e-08,nan,pink,0,7.62461236573e-09
black and orange polo shirt,nan,polo,0,2.82866194723e-05,nan,polo,0,1.68518317764e-05
women's grey striped zippered sweater,nan,',0,1.01568236114e-06,nan,s,0,5.708239728e-08
black iphone 5,nan,iphone,0,5.09849285932e-05,iphone,iphone 5,1,0.999937973217
women's white and black polka dotted halter bikini top,nan,polka,0,5.63183754109e-06,nan,top,0,2.22393159868e-06
black leather t strap brown braided leather flat ugg thong sandals,ugg,ugg,0,0.260772356117,nan,ugg,0,0.126972093708
black bt next midland,midland,bt,1,0.88935776029,bt next,bt,0,0.000643131624206
black headphones,nan,headphones,0,9.04882353474e-07,nan,headphones,0,4.58882794494e-07
black framed sunglasses,nan,framed,0,0.000431009890509,nan,framed,0,5.14997134775e-05
children's gray and green high top sneaker,nan,',0,1.01345910339e-06,nan,top,0,1.45147100339e-06
black snow pants,nan,snow,0,0.000532446254074,nan,snow,0,1.46997068249e-06
blue grey speckle folder,nan,speckle,0,1.04494009121e-06,nan,folder,0,7.28941103706e-08
women's red juicy couture tracksuit,juicy couture,juicy,0,0.000523775791974,nan,tracksuit,0,0.000261157803124
clear plastic bottle with gray lid,nan,clear,0,0.000480941958699,nan,clear,0,8.40966383028e-06
green and black turtle design fringe blanket,nan,turtle,0,3.12436807258e-05,nan,turtle,0,1.99007601037e-07
women's white and red floral v neck tank dress,nan,',0,1.01344982933e-06,nan,s,0,5.61600399938e-08
black leather fringe shoulder bag,nan,fringe,0,8.7816944965e-06,nan,fringe,0,8.65154622285e-08
purple white and black zip up uggs,nan,uggs,0,0.00546294938139,nan,uggs,1,0.889492554837
gray moon painting,nan,moon,0,0.000558336844358,nan,moon,0,4.76906080124e-06
women's black and brown suede clog heel boot,nan,suede,0,2.23753504155e-06,nan,s,0,2.03535599402e-07
white and black adidas slide on slippers,adidas,adidas,1,0.988627776233,nan,adidas,0,2.74363406934e-06
brown leather work boots,nan,work,0,7.71849710011e-05,nan,work,0,1.04775968197e-07
black sexual pour homme,nan,homme,0,0.000769193872778,sexual pour homme,homme,0,0.000736630710989
women's blue and pink high top lace up skate shoes,nan,',0,1.01345006301e-06,nan,top,0,2.35226459289e-05
black denim true religion jeans,true religion,true religion,1,0.977780940489,nan,jeans,0,1.70375954802e-05
silver laptop computer,nan,silver,0,7.73092800985e-06,nan,silver,0,3.03729368843e-06
gray and white pants,nan,and,0,1.44268129148e-07,nan,and,0,6.36192522024e-08
black selfie monopod,nan,selfie,1,0.972524783872,nan,monopod,0,0.0488340311352
white trailer,nan,trailer,0,2.42159210356e-07,nan,trailer,0,5.57982696633e-07
women's black suede ankle high boots,nan,',0,1.37872253343e-06,nan,s,0,2.06873667949e-07
blue brown and green suede dc shoes,dc,suede,0,1.14555999251e-06,nan,suede,0,1.20987216536e-07
pink grey and black robe,nan,robe,0,1.16438115312e-06,nan,robe,0,2.66501521283e-07
women's brown and black trench coat,nan,trench,0,0.000139042597956,nan,trench,0,1.74533158146e-07
black and white nike flywire athletic shoes,nan,nike,1,0.999999799518,nan,flywire,0,0.00859157966067
blue denim jeans,nan,jeans,0,1.70654213276e-07,nan,jeans,0,5.75709665526e-09
black leather shoulder bag,nan,leather,0,4.02245799389e-07,nan,leather,0,3.75263682716e-08
blue denim jeans,nan,jeans,0,1.70654213276e-07,nan,jeans,0,5.75709665526e-09
gray i camping pullover hoodie,nan,i,0,0.393610914142,nan,i,0,0.000701788326046
silver iphone 5s,nan,iphone,0,0.00345668094223,iphone 5s,iphone 5s,1,0.930875190645
white and grey run shoe,nan,run,0,1.95717513633e-06,nan,shoe,0,5.84562719584e-08
gray crew neck tank dress,nan,gray,0,2.84782683202e-08,nan,gray,0,3.6875558475e-08
pink ralph lauren cable knit sweater,ralph lauren,ralph lauren,1,0.999999982323,nan,lauren,0,1.10188712642e-05
black leather peep toe heeled sandals with stainless steel ankle strap cuff,nan,peep,0,0.000211995125573,nan,stainless,0,2.13733702662e-05
orange long sleeved dress,nan,long,0,6.66477498231e-09,nan,long,0,7.16546857788e-09
black kholm boots,kholm,kholm,1,0.991933929842,nan,kholm,0,3.12817594838e-05
black white zebra print clutch,nan,zebra,0,1.73177528081e-06,nan,zebra,0,9.83770439876e-08
red flare tank dress,nan,flare,0,1.60179609798e-05,nan,flare,0,4.19517202897e-07
brown skirt,nan,brown,0,5.58597805739e-08,nan,brown,0,1.51272369197e-08
white tulip chair,nan,tulip,0,2.92418303824e-05,nan,tulip,0,3.9148517219e-07
white and black cotton sock,nan,cotton,0,2.16422888543e-05,nan,and,0,8.33247354411e-08
grey metal vents,nan,metal,0,5.06988690735e-06,nan,vents,0,1.70766974342e-07
white ball electric lamp,nan,ball,0,1.43368082109e-05,nan,ball,0,5.35358635185e-07
brown high top shoes,nan,brown,0,2.07418318774e-07,nan,top,0,4.71482808411e-06
red converse all star high top sneakers,converse ,converse,1,0.999998761729,all star,all,0,2.96574019046e-06
saddle brown suede zip crop moto jacket,nan,saddle,0,3.99440934902e-05,nan,moto,0,2.92989599759e-06
black leather lacoste jacket,lacoste,lacoste,1,0.99968806262,nan,leather,0,1.06477528952e-06
lack and stainless steel yale door handle lever,nan,steel,0,3.31535842536e-06,nan,stainless,0,2.18607263401e-07
blue denim pants,nan,denim,0,1.89858070868e-08,nan,denim,0,7.0407225996e-09
lego swimming pool toy,lego,lego,1,0.999975490273,nan,swimming,0,0.000107196452754
women's white knitted sweater,nan,',0,1.04995150512e-06,nan,knitted,0,8.97151262538e-08
brown wooden cabinet,nan,wooden,0,4.2590630735e-08,nan,cabinet,0,1.59765951561e-07
brown belted robe with pocket,nan,belted,0,1.21404771109e-05,nan,belted,0,6.12588570482e-07
gray throw pillow,nan,throw,0,0.000558336844358,nan,throw,0,4.76906080124e-06
yellow and pink sun kissed crew neck t-shirt,nan,sun,0,1.32134161892e-05,nan,kissed,0,3.64970240154e-07
blue and grey mountain bike,nan,mountain,0,1.68672614027e-05,nan,bike,0,6.52867688301e-08
white round container,nan,white,0,2.6187575418e-07,nan,white,0,5.38732839372e-08
grey dkny sweatpants,dkny,dkny,1,0.990080066129,nan,sweatpants,0,0.106496882281
white and black tribal sweater,nan,tribal,0,2.16086537817e-05,nan,tribal,0,5.06684959115e-08
gold and silver slip on shoes,nan,slip,0,9.85551947072e-06,nan,slip,0,6.62639016629e-07
pink hooded jacket,nan,hooded,0,1.22602128267e-06,nan,hooded,0,2.49313220073e-07
red fabric sofa chair,nan,fabric,0,1.88258595435e-05,nan,fabric,0,4.93554806414e-07
women's white floral blouse,nan,',0,9.6777613901e-07,nan,s,0,3.73149132206e-08
black oakley sunglasses,oakley,oakley,1,0.985373787552,nan,oakley,0,0.0101015328804
black and gray strap daniel wellington analog watch,daniel wellington,daniel,0,0.485340665729,nan,analog,0,1.9782741591e-06
black and silver dior wrist watch,dior ,dior,1,0.994678717715,nan,dior,0,3.66136723898e-05
gray framed mirror,nan,framed,0,4.79272923578e-05,nan,framed,0,4.09281653312e-07
brown and gray beanie,nan,beanie,0,1.68855273878e-06,nan,beanie,0,5.86051970436e-07
silver heart new bridge stud earrings,new bridge,heart,0,1.23549319346e-05,nan,heart,0,8.38158169253e-07
brown and black sunglasses,nan,and,0,1.61397644812e-09,nan,black,0,2.81737999212e-10
pink and white zip up athletic shoes,nan,and,0,1.04883914467e-08,nan,and,0,2.97236841348e-09
black ipad,nan,ipad,0,2.01040177734e-05,ipad,ipad,1,0.999214862375
black flat screen tv,nan,screen,0,2.00307029528e-06,nan,screen,0,1.68288003868e-07
purple black and white frost boots,nan,frost,0,0.000246809591921,nan,frost,0,5.2081389738e-07
women's white and brown booties,nan,',0,1.80023693085e-06,nan,',0,3.09722098449e-08
black and grey houndstooth long sleeve dress,nan,houndstooth,0,0.269260095066,nan,houndstooth,0,0.000102500837486
hei musical,nan,hei,0,0.394552774328,nan,hei,0,0.00892111691207
orange black and white a athletic shoe,nan,a,0,0.0226504002711,nan,athletic,0,1.44928147469e-06
pink v neck long sleeved shirt,nan,v,0,1.44748943822e-05,nan,v,0,1.02103620621e-07
black and pink sweat pants,nan,and,0,6.3404292102e-08,nan,and,0,1.21222362681e-08
red black and white striped crew neck sweater,nan,striped,0,3.51021986351e-06,nan,striped,0,5.45559787656e-08
beige trench coat,nan,trench,0,1.10272527628e-05,nan,trench,0,5.59154203924e-07
black cruiser bicycle,nan,cruiser,0,0.000253758280225,nan,cruiser,0,9.70479311099e-06
black and silver tissot analog watch round,tissot ,tissot,1,0.930117400315,nan,tissot,0,0.00020351178834
google chromecast,google ,google,0,0.295138156531,chromecast,google chromecast,1,0.518571234004
gray sweat shirt,nan,sweat,0,1.4286594313e-07,nan,sweat,0,5.93431152654e-09
hope tech pro 2 steel rotor body 89,hope,hope,0,0.000411257614981,pro 2 steel rotor body 89,body,0,0.00371818758672
black leather knee high boots,nan,knee,0,7.68485304942e-07,nan,knee,0,4.0054225937e-08
women's white and silver sandals,nan,',0,1.80023693147e-06,nan,',0,3.09722099368e-08
blue round two plate,nan,two,0,4.06713191728e-07,nan,plate,0,2.83734541949e-08
women's gray blue white and black floral blouse,nan,',0,2.12359190713e-06,nan,',0,3.35653343283e-08
white blue and gray snearkers,nan,snearkers,0,0.0134945600573,nan,snearkers,0,0.000124652710235
white blue green china tea mug $15,nan,$,0,0.000109330594223,nan,$,0,0.00151728581642
gray textile,nan,gray,0,5.9516471065e-08,nan,gray,0,3.49108351202e-08
white and brown shoulder bag,nan,and,0,1.04743059822e-08,nan,and,0,2.21475553712e-09
black pants,nan,pants,0,1.62366207435e-09,nan,pants,0,1.24811467986e-08
white high top athletic shoe nike,nike,nike,0,0.48576532652,nan,nike,0,0.00578582720382
white polo sport zip up hoodies,nan,polo,0,3.33936517003e-05,nan,polo,0,7.41171920826e-06
black motorized scooter,nan,motorized,0,4.82272776667e-05,nan,motorized,0,1.95856392464e-06
ralph lauren blue cable knit crew-neck sweater,ralph lauren,ralph lauren,1,0.999999836919,nan,lauren,0,3.47070100973e-06
jo nesbe blod pa sno book,nan,jo,0,0.0779452551008,nan,jo,0,0.0279287332904
black and gray leather checkered louis vuitton holster,louis vuitton,louis vuitton,1,0.999982859761,nan,vuitton,0,8.08895357215e-05
women's brown and gray ankle strap peep toe chunky heel sandals,nan,ankle,0,6.77752107166e-05,nan,toe,0,1.60981799769e-07
black leather lacoste low top velcro strap sneakers,lacoste ,lacoste,1,0.999998027479,nan,top,0,1.75074357105e-05
white and black jbl speakers,jbl,jbl,0,0.41863754765,nan,jbl,0,0.00021478495844
white jacket,nan,white,0,1.26908056216e-09,nan,white,0,9.59157804682e-09
green glass container,nan,glass,0,2.0813602989e-06,nan,glass,0,1.68928213325e-07
green tie dye pants,nan,tie,0,1.49806792684e-05,nan,tie,0,7.04941471007e-07
black painted wood rectangular coffee table,nan,painted,0,0.000122808473338,nan,painted,0,6.546471298e-06
white and black mbc pattern ipad case,nan,mbc,0,0.0414984991711,nan,ipad,1,0.969933154421
black and white heeled ankle strap aldo sandals,aldo ,aldo,1,0.788786022191,nan,aldo,0,0.00251649473836
silver and black ring,nan,ring,0,1.9484592104e-06,nan,ring,0,6.50595266023e-07
women's black and silver clutch bag,nan,clutch,0,1.30977800178e-05,nan,clutch,0,1.3299368687e-07
black snap clip hair barrette,nan,snap,0,0.000125876318053,nan,snap,0,6.96422679295e-06
black iphone 5,nan,iphone,0,6.28764879989e-05,iphone 5,iphone 5,1,0.99959118375
red battery,nan,battery,0,3.80018309206e-07,nan,battery,0,3.25848517868e-07
blue purple and white leather ankle strap peep toe platform chunky heeled sandals,nan,platform,0,5.22659670104e-06,nan,heeled,0,3.0601750911e-07
black bathrobe with glitters,nan,bathrobe,0,0.000470717920996,nan,bathrobe,0,5.17376142995e-05
white leather side zipped boots,nan,zipped,0,1.37463669211e-06,nan,zipped,0,3.51609854593e-08
form juicy with love hoodie,nan,juicy,0,0.0796621148562,nan,form,0,2.30376441088e-05
gray red and white plaid scoop neck t shirt dress,nan,plaid,0,1.45459521186e-06,nan,plaid,0,1.59716016125e-08
blue sea and white sand island iphone case,nan,iphone,0,1.9468905745e-06,nan,iphone,0,1.84429860455e-05
red and brown chunky heeled zip up uggs,nan,uggs,0,0.00039537575993,uggs,uggs,0,1.80782467026e-06
black pants,nan,pants,0,1.62366207435e-09,nan,pants,0,1.24811467986e-08
women's gray silver glittered pants,nan,',0,2.95286232877e-06,nan,glittered,0,1.10366951463e-07
women's white dress,nan,',0,1.262029852e-06,nan,',0,2.15181792063e-08
brown black and pink plaid clamshell eyeglasses case,nan,clamshell,0,5.73826445749e-06,nan,clamshell,0,1.17686827432e-06
ezy doc brown harness,ezy doc,ezy,0,0.282053437555,nan,ezy,0,0.0131189773367
red wooden drawer,nan,red,0,6.78437987413e-08,nan,red,0,3.40708076434e-08
black power bank,power bank,power,0,0.000252901924725,nan,power,0,1.02705822723e-05
gray leather celine structured rolled handle front zip pocket tote handbag,celine,celine,0,0.016392878144,nan,celine,0,0.000103476545919
blue mango pants,mango,mango,0,9.50065731969e-06,nan,mango,0,4.80259701407e-07
black survivor armored iphone 4 case,nan,survivor,0,0.000370542212931,iphone 4,iphone 4,1,0.994955566453
grey knitted cowl neckline long sleeve shirt,nan,knitted,0,3.9662034613e-05,nan,knitted,0,7.67117047681e-07
women's black heeled boots,nan,heeled,0,0.000220643257877,nan,heeled,0,3.96240462821e-06
brown leather gucci bifold wallet,gucci,gucci,1,0.998064677854,nan,bifold,0,3.5709998847e-05
bullfighter logo,bullfighter,bullfighter,0,0.00231780635671,nan,bullfighter,0,2.86418856527e-05
white orange yellow and gray dsquared2 shoes leather and suede,dsquared2,dsquared2,0,0.0288043593739,nan,dsquared2,0,0.00452333731788
white puma high top sneakers,puma,puma,1,0.999990945955,nan,high,0,5.11607015608e-05
white and stainless steel base chair,nan,steel,0,5.28263074618e-07,nan,base,0,6.61211037254e-08
black and yellow zip up jacket,nan,and,0,1.50903143572e-07,nan,and,0,2.885235784e-08
baby's ralph lauren white polo onesie,ralph lauren,ralph lauren,1,0.999538375022,nan,polo,0,2.61799575039e-06
black and grey philips turntable,philips,philips,1,0.728389490398,nan,philips,0,0.000196159245265
playstation 3 black and silver console,nan,playstation,0,0.000282460128011,playstation 3,playstation 3,1,0.997323663481
black long sleeve shirt,nan,long,0,2.06407130624e-08,nan,long,0,2.39466153518e-09
black rubber tire,nan,rubber,0,0.00016480231544,nan,rubber,0,8.77376096575e-06
blue leather hand bag,nan,leather,0,1.02295640065e-07,nan,leather,0,5.8280656048e-09
black givenchy pouch,givenchy,givenchy,1,0.999991308728,nan,pouch,0,1.83986223663e-05
brown canvas hooded button down jacket,nan,canvas,0,1.73275279142e-05,nan,canvas,0,4.84702206855e-07
black converse backpack,converse ,converse,1,0.999999839428,nan,backpack,0,0.00429320661496
men's black leather jacket,nan,',0,2.85207955452e-06,nan,men,0,1.22473237886e-06
black samsung flatscreen tv,samsung,samsung,1,0.999238578324,nan,flatscreen,0,0.0710644900128
brown button down long sleeve shirt,nan,down,0,1.49946729454e-07,nan,down,0,2.40078478609e-08
women's black skinny jeans,nan,skinny,0,3.06183421802e-05,nan,skinny,0,2.59160606876e-06
yellow red and grey fischer ski blade,fischer ,fischer,1,0.532351474412,nan,fischer,0,7.44071803864e-05
white and brown pump shoe,nan,pump,0,5.36438761932e-06,nan,shoe,0,2.12574622235e-08
women's gray top,nan,',0,2.18296199098e-06,nan,top,0,1.42326037177e-05
blue denim chambray button down western style shirt,nan,style,0,6.1311274966e-07,nan,style,0,7.08831817542e-08
black canon lens,canon,canon,0,0.0269717996755,nan,lens,0,0.000106106593575
grey veno dora tank top,nan,veno,1,0.59761454646,nan,dora,0,0.0507167014917
black fitbit wireless personal trainer,fitbit,fitbit,1,0.624865795697,nan,fitbit,0,0.00279835535114
blue station wagon,nan,station,0,9.47542577792e-06,nan,station,0,5.39311791229e-07
grey and brown leather gucci tote bag,gucci,gucci,1,0.999923115547,nan,tote,0,2.0153816463e-07
brown wooden bookshelf,nan,wooden,0,4.29168239511e-08,nan,bookshelf,0,7.2346100134e-08
women's gray red blue green and yellow floral blouse,nan,',0,2.12359188427e-06,nan,',0,3.35653306721e-08
purple aviator sunglasses,nan,aviator,0,0.000299225675553,nan,aviator,0,0.0187239507211
grey amazon flash drive,amazon,amazon,0,0.000150283153441,nan,amazon,0,1.88256925453e-06
white blue and orange lines crew neck tshirt,nan,tshirt,0,5.61322477842e-05,nan,tshirt,0,3.157948774e-05
blue dress,nan,blue,0,6.06080656051e-09,nan,blue,0,3.50166281085e-09
gray tonal leather gucci hobo frame bag with bamboo handle,gucci ,gucci,1,0.995359271969,nan,hobo,0,5.26566798108e-05
women's black and maroon velvet mary jane strap stiletto pumps,nan,velvet,0,0.00535629810097,nan,mary,0,7.48254410624e-05
white barrel table lamp,nan,barrel,0,1.79950594023e-05,nan,barrel,0,5.919623134e-07
black leather barbour jacket,barbour,barbour,0,0.00125909044685,nan,barbour,0,8.09990746175e-05
purple make up brush,nan,make,0,1.24882027685e-05,nan,make,0,5.50899308051e-07
brown woven outdoor armchair,nan,woven,0,3.28926937506e-05,nan,woven,0,5.4946888682e-07
women's black lace cap sleeve dress,nan,',0,2.17189334355e-06,nan,',0,3.39529931376e-08
black blazer,nan,blazer,0,1.9239691323e-06,nan,blazer,0,4.12291116006e-06
grey and orange asics athletic shoes,asics,asics,1,0.999992043783,nan,athletic,0,2.7197377349e-06
brown and black painting,nan,painting,0,1.53124112865e-06,nan,painting,0,5.9384795039e-07
women's white textured tonal animal print outer zip besom pockets shorts,nan,',0,2.12359189246e-06,nan,print,0,4.64800463379e-08
white padded lounge padded chair,nan,padded,0,9.07078256423e-06,nan,padded,0,6.18156813508e-07
white ganni textile,nan,ganni,0,0.229225436809,nan,ganni,0,0.000554423194626
women's black leather handbag,nan,',0,2.17805343549e-06,nan,',0,3.4002580259e-08
black and silver table,nan,and,0,5.77360035142e-07,nan,and,0,6.16331111905e-08
blue denim button up collared tank top,nan,collared,0,8.17275696441e-09,nan,top,0,1.74722418751e-06
black and brown leather trench coat,nan,trench,0,6.75780213146e-07,nan,trench,0,7.37626505032e-08
brown and black blouse,nan,blouse,0,1.53124112865e-06,nan,blouse,0,5.9384795039e-07
heeled brown leather lace up boots,nan,heeled,0,2.49449725941e-05,nan,heeled,0,5.90657673508e-06
grey and black plaid crew neck cap sleeve shirt with bows,nan,plaid,0,4.86255480606e-05,nan,plaid,0,4.23838399782e-07
women's beige leather sling bag,nan,',0,5.92100852841e-06,nan,',0,4.63054152915e-08
grey leather gucci sling bag,gucci ,gucci,1,0.999991549571,nan,sling,0,1.86877092078e-06
chrome 5 spokes car wheel,nan,chrome,0,0.00018349630759,nan,chrome,0,0.0015057562581
silver ipad,nan,silver,0,0.00216980710154,ipad,ipad,1,0.992219351878
orange sweater,nan,orange,0,3.29610097713e-08,nan,orange,0,1.90207378969e-08
black and white polka dot tank top mini dress,nan,polka,0,2.02865562214e-05,nan,top,0,2.08532435095e-06
black leather quilted button up jacket,nan,quilted,0,9.66883398867e-07,nan,quilted,0,9.04053787564e-08
women's black toms open toe wedge,toms ,toms,1,0.999929375282,nan,open,0,0.0013770939854
silver black standing video camera,nan,standing,0,3.4615700835e-05,nan,standing,0,3.14731145546e-06
gray long-sleeve shirt with black eiffel tower silhouette,nan,eiffel,0,1.938963766e-05,nan,eiffel,0,1.71043213419e-06
green headphones,nan,green,0,2.48485927557e-06,nan,green,0,2.76812124756e-06
women's black brown and blue chiffon tank dress,nan,chiffon,0,2.25327799143e-06,nan,',0,8.57303537568e-08
black denim pants,nan,denim,0,3.53620240869e-07,nan,denim,0,4.44677980103e-07
grey cable knit crew neck sweater with high low hem,nan,cable,0,3.25744727852e-05,nan,cable,0,3.00463487689e-07
gray leslie corded speaker,leslie,leslie,1,0.726764343136,nan,leslie,0,0.00122424523056
black harley davidson motorcycle helmet,harley davidson,harley,1,0.626069853545,nan,davidson,0,0.02928024985
brown heeled leather boots,nan,heeled,0,2.06102192905e-05,nan,heeled,0,5.42488742863e-08
women's terry purple track shorts,nan,',0,1.68032219943e-06,nan,',0,9.24634872438e-08
women's white crochet  two piece swimsuit,nan,',0,1.58376383504e-06,nan,crochet,0,2.6215655196e-07
beige wooden drawers,nan,beige,0,8.27629781445e-08,nan,drawers,0,1.39784050413e-07
grey and red arcade machine,nan,arcade,0,5.12656778762e-05,nan,arcade,0,1.03082887565e-07
grey leather fur lined coat,nan,fur,0,2.10965920605e-05,nan,fur,0,2.08693727151e-07
brown louis vuitton leather t strap sandals,louis vuitton,louis vuitton,1,0.999864377433,nan,vuitton,0,3.39902244653e-06
white brown and black floral crop top,nan,crop,0,4.36401654249e-07,nan,top,0,2.57329317166e-06
grey and black stainless steel fruit juicer,nan,stainless,0,7.04485990795e-06,nan,stainless,0,1.64880722673e-07
women's black button up fur jacket,nan,',0,1.64132034094e-06,nan,',0,8.57303538882e-08
women's black denim shorts,nan,',0,1.59818721474e-06,nan,',0,8.52927563075e-08
red textile,nan,red,0,4.62764692815e-08,nan,red,0,5.15267911069e-08
red mini skirt,nan,red,0,8.2809457337e-08,nan,red,0,1.56589217812e-07
women's brown sandals,nan,',0,2.73847943873e-05,nan,s,0,1.64197865221e-07
gray floral and sky blue chiffon long sleeved button up shirt,nan,sky,0,5.69223093487e-07,nan,sky,0,5.9071813636e-08
black turtle neck long sleeved shirt,nan,turtle,0,7.87749673931e-05,nan,turtle,0,3.46489415876e-06
black leather handbag,nan,leather,0,2.05649716968e-07,nan,leather,0,9.14467852942e-08
red hollister hoodie,hollister,hollister,1,0.999994565648,nan,hoodie,0,1.39750558412e-05
women's red blazer,nan,',0,2.04652937675e-06,nan,blazer,0,3.85682924693e-07
black coffee maker,nan,coffee,0,0.000320519807082,nan,coffee,0,6.93007799192e-06
black jacket,nan,jacket,0,1.26749577279e-09,nan,jacket,0,1.20240026223e-07
black leather handbag,nan,leather,0,2.05649716968e-07,nan,leather,0,9.14467852942e-08
white turtleneck sweater,nan,turtleneck,0,1.41085865995e-06,nan,turtleneck,0,8.79011148572e-08
red and white galoshes,nan,and,0,5.95443984261e-08,nan,galoshes,0,2.591629782e-07
gray and black tecnica ice skate shoes,tecnica,tecnica,1,0.523479147178,nan,tecnica,0,0.00121759405165
black adn gray goretex boots,goretex,goretex,1,0.657668431252,nan,adn,0,0.000744380127563
black cap sleeved long dress,nan,cap,0,1.91354814623e-06,nan,cap,0,8.41660363741e-08
brown wooden round table,nan,wooden,0,3.68563671791e-06,nan,wooden,0,7.42234072832e-08
white sports coat,nan,sports,0,2.83482284885e-05,nan,sports,0,3.54841866757e-05
